level_0,index,date_reg,type,maker,model,colour,fuel,state
16725,76491,2025-02-20,jip,Chery,Omoda 9,grey,petrol,Johor
16734,76524,2025-02-20,motokar,Ferrari,488,red,petrol,W.P. Kuala Lumpur
16735,76525,2025-02-20,pick_up,Ford,Ranger,black,greendiesel,Sabah
16743,76546,2025-02-20,jip,GAC,GS3,blue,petrol,Selangor
16748,76556,2025-02-20,jip,Great Wall,Haval H6,black,hybrid_petrol,Selangor
16749,76560,2025-02-20,jip,Great Wall,Haval H6,white,hybrid_petrol,Johor
16750,76566,2025-02-20,motokar,Great Wall,Ora,purple,electric,Johor
16751,76567,2025-02-20,motokar,Great Wall,Ora,red,electric,Johor
16752,76568,2025-02-20,jip,Great Wall,Tank 300,black,petrol,Selangor
16754,76570,2025-02-20,jip,Great Wall,Tank 300,grey,petrol,W.P. Kuala Lumpur
16755,76571,2025-02-20,jip,Honda,CR-V,grey,hybrid_petrol,Johor
16759,76577,2025-02-20,jip,Honda,CR-V,grey,hybrid_petrol,Pulau Pinang
16760,76581,2025-02-20,jip,Honda,CR-V,blue,petrol,Pulau Pinang
16769,76595,2025-02-20,motokar,Honda,City,black,petrol,Selangor
16774,76611,2025-02-20,motokar,Honda,City,black,petrol,Sabah
16776,76628,2025-02-20,motokar,Honda,City,white,hybrid_petrol,Johor
16777,76642,2025-02-20,motokar,Honda,City,grey,petrol,Pulau Pinang
16780,76656,2025-02-20,motokar,Honda,City,red,petrol,W.P. Kuala Lumpur
16781,76673,2025-02-20,motokar,Honda,City,white,petrol,Sarawak
16782,76690,2025-02-20,motokar,Honda,City,red,petrol,Kedah
16783,76694,2025-02-20,motokar,Honda,Civic,red,petrol,W.P. Kuala Lumpur
16785,76696,2025-02-20,motokar,Honda,Civic,blue,petrol,W.P. Kuala Lumpur
16787,76698,2025-02-20,motokar,Honda,Civic,black,petrol,W.P. Kuala Lumpur
16788,76700,2025-02-20,motokar,Honda,Civic,blue,hybrid_petrol,Johor
16792,76706,2025-02-20,motokar,Honda,Civic,black,petrol,Selangor
16795,76712,2025-02-20,motokar,Honda,Civic,white,petrol,Sarawak
16796,76718,2025-02-20,motokar,Honda,Civic,white,petrol,Johor
16797,76724,2025-02-20,motokar,Honda,Civic,white,petrol,Selangor
16798,76737,2025-02-20,motokar,Honda,Civic,blue,petrol,Selangor
16801,76745,2025-02-20,motokar,Honda,HR-V,white,petrol,Selangor
16807,76753,2025-02-20,motokar,Honda,HR-V,grey,petrol,Terengganu
16808,76754,2025-02-20,motokar,Honda,HR-V,white,hybrid_petrol,Johor
16810,76759,2025-02-20,motokar,Honda,HR-V,black,petrol,Selangor
16811,76769,2025-02-20,motokar,Honda,HR-V,grey,petrol,Pulau Pinang
16812,76770,2025-02-20,motokar,Honda,HR-V,white,petrol,Kelantan
16814,76792,2025-02-20,motokar,Honda,HR-V,grey,petrol,W.P. Kuala Lumpur
16815,76800,2025-02-20,motokar,Honda,HR-V,grey,petrol,Negeri Sembilan
16816,76808,2025-02-20,motokar,Honda,HR-V,white,petrol,Sarawak
16819,76815,2025-02-20,window_van,Honda,STEPWGN,white,petrol,Selangor
16820,76816,2025-02-20,window_van,Honda,STEPWGN,white,petrol,W.P. Kuala Lumpur
16822,76818,2025-02-20,window_van,Honda,STEPWGN,white,petrol,Pahang
16824,76820,2025-02-20,motokar,Honda,WR-V,silver,petrol,Pulau Pinang
16828,76826,2025-02-20,motokar,Honda,WR-V,silver,petrol,Perlis
16829,76830,2025-02-20,motokar,Honda,WR-V,grey,petrol,Johor
16841,76863,2025-02-20,jip,Jaguar,I-Pace,red,electric,W.P. Kuala Lumpur
16842,76864,2025-02-20,jip,Jeep,Wrangler,black,petrol,W.P. Kuala Lumpur
16843,76865,2025-02-20,window_van,Kia,Carnival,grey,diesel,Pulau Pinang
16844,76866,2025-02-20,window_van,Kia,Carnival,white,diesel,Pulau Pinang
16847,76870,2025-02-20,jip,Kia,Sportage,blue,petrol,W.P. Kuala Lumpur
16849,76872,2025-02-20,jip,Land Rover,Defender,white,petrol,Sarawak
16850,76873,2025-02-20,jip,Land Rover,Range Rover,black,petrol,W.P. Kuala Lumpur
16851,76874,2025-02-20,motokar,Lexus,IS,white,petrol,Selangor
16855,76879,2025-02-20,jip,Lexus,NX,white,petrol,Selangor
16856,76880,2025-02-20,jip,Lexus,NX,black,petrol,Sarawak
16858,76882,2025-02-20,jip,Lexus,RX,blue,petrol,W.P. Kuala Lumpur
16859,76883,2025-02-20,jip,Lexus,RX,black,petrol,Johor
16860,76884,2025-02-20,jip,Lexus,RX,white,petrol,Kedah
16861,76885,2025-02-20,jip,Lexus,RX,silver,petrol,Sarawak
16863,76887,2025-02-20,jip,Lexus,RX,black,hybrid_petrol,W.P. Kuala Lumpur
16864,76888,2025-02-20,jip,Lexus,RX,grey,petrol,Selangor
16866,76890,2025-02-20,motokar,MG,MG5,black,petrol,W.P. Kuala Lumpur
16870,76894,2025-02-20,motokar,Mazda,CX-30,black,petrol,Sarawak
16873,76897,2025-02-20,motokar,Mazda,CX-30,white,petrol,Johor
16876,76903,2025-02-20,motokar,Mazda,CX-30,blue,petrol,Selangor
16878,76912,2025-02-20,jip,Mazda,CX-5,blue,petrol,Selangor
16882,76918,2025-02-20,jip,Mazda,CX-5,white,petrol,Johor
16883,76919,2025-02-20,jip,Mazda,CX-5,grey,petrol,Selangor
16887,76926,2025-02-20,jip,Mazda,CX-8,blue,petrol,Selangor
16889,76928,2025-02-20,jip,Mazda,CX-8,gold,petrol,Pulau Pinang
16891,76930,2025-02-20,motokar,Mercedes Benz,A-Class,white,petrol,Johor
16893,76932,2025-02-20,motokar,Mercedes Benz,A-Class,black,petrol,Selangor
16894,76933,2025-02-20,motokar,Mercedes Benz,A-Class,blue,petrol,Selangor
16896,76936,2025-02-20,motokar,Mercedes Benz,A-Class,silver,petrol,Selangor
16897,76937,2025-02-20,motokar,Mercedes Benz,A-Class,grey,petrol,Kelantan
16901,76941,2025-02-20,motokar,Mercedes Benz,C-Class,black,hybrid_petrol,W.P. Kuala Lumpur
16902,76942,2025-02-20,motokar,Mercedes Benz,C-Class,black,petrol,W.P. Kuala Lumpur
16905,76945,2025-02-20,motokar,Mercedes Benz,CLA,white,petrol,W.P. Kuala Lumpur
16906,76946,2025-02-20,motokar,Mercedes Benz,CLA,black,petrol,W.P. Kuala Lumpur
16909,76949,2025-02-20,motokar,Mercedes Benz,E-Class,grey,hybrid_petrol,Sarawak
16910,76950,2025-02-20,jip,Mercedes Benz,GLA,black,petrol,W.P. Kuala Lumpur
16911,76951,2025-02-20,jip,Mercedes Benz,GLA,black,hybrid_petrol,Kelantan
16914,76954,2025-02-20,jip,Mercedes Benz,GLC,silver,hybrid_petrol,W.P. Kuala Lumpur
16915,76956,2025-02-20,jip,Mercedes Benz,GLC,white,petrol,W.P. Kuala Lumpur
16917,76958,2025-02-20,jip,Mercedes Benz,GLC,silver,petrol,Johor
16919,76960,2025-02-20,motokar,Mini,Clubman,white,petrol,Kedah
16922,76963,2025-02-20,jip,Mini,Countryman,white,petrol,W.P. Kuala Lumpur
16923,76965,2025-02-20,jip,Mini,Countryman,blue,petrol,Negeri Sembilan
16924,76967,2025-02-20,jip,Mini,Countryman,green,petrol,Negeri Sembilan
16925,76968,2025-02-20,motokar,Mini,John Cooper Works,red,petrol,W.P. Kuala Lumpur
16926,76969,2025-02-20,motokar,Mini,John Cooper Works,black,petrol,W.P. Kuala Lumpur
16931,76975,2025-02-20,pick_up,Mitsubishi,Triton,white,greendiesel,W.P. Kuala Lumpur
16936,76988,2025-02-20,motokar_pelbagai_utiliti,Mitsubishi,Xpander,red,petrol,W.P. Kuala Lumpur
16937,76992,2025-02-20,motokar_pelbagai_utiliti,Mitsubishi,Xpander,black,petrol,Kelantan
16938,77000,2025-02-20,motokar_pelbagai_utiliti,Mitsubishi,Xpander,red,petrol,Terengganu
16939,77018,2025-02-20,motokar_pelbagai_utiliti,Mitsubishi,Xpander,white,petrol,Sarawak
16948,77031,2025-02-20,window_van,Nissan,Serena,silver,petrol,Johor
16952,77037,2025-02-20,motokar_pelbagai_utiliti,Perodua,Alza,brown,petrol,W.P. Kuala Lumpur
16956,77045,2025-02-20,motokar_pelbagai_utiliti,Perodua,Alza,brown,petrol,Pulau Pinang
16958,77051,2025-02-20,motokar_pelbagai_utiliti,Perodua,Alza,silver,petrol,W.P. Kuala Lumpur
16959,77056,2025-02-20,motokar_pelbagai_utiliti,Perodua,Alza,brown,petrol,Selangor
16960,77061,2025-02-20,motokar_pelbagai_utiliti,Perodua,Alza,red,petrol,Pahang
16961,77073,2025-02-20,motokar_pelbagai_utiliti,Perodua,Alza,silver,petrol,Pulau Pinang
16962,77110,2025-02-20,motokar_pelbagai_utiliti,Perodua,Alza,white,petrol,W.P. Kuala Lumpur
16973,77318,2025-02-20,jip,Perodua,Ativa,grey,petrol,Perak
16974,77321,2025-02-20,jip,Perodua,Ativa,grey,petrol,Selangor
16975,77323,2025-02-20,jip,Perodua,Ativa,silver,petrol,W.P. Kuala Lumpur
16976,77332,2025-02-20,jip,Perodua,Ativa,white,petrol,Sarawak
16977,77333,2025-02-20,jip,Perodua,Ativa,red,petrol,W.P. Kuala Lumpur
16978,77335,2025-02-20,jip,Perodua,Ativa,white,petrol,Kelantan
16979,77369,2025-02-20,jip,Perodua,Ativa,white,petrol,W.P. Kuala Lumpur
16984,77429,2025-02-20,motokar,Perodua,Axia,grey,petrol,Pulau Pinang
16985,77433,2025-02-20,motokar,Perodua,Axia,silver,petrol,Perak
16987,77526,2025-02-20,motokar,Perodua,Axia,grey,petrol,Kelantan
16988,77541,2025-02-20,motokar,Perodua,Axia,red,petrol,Selangor
16989,77674,2025-02-20,motokar,Perodua,Axia,grey,petrol,W.P. Kuala Lumpur
16993,77747,2025-02-20,motokar,Perodua,Bezza,grey,petrol,Terengganu
16996,77755,2025-02-20,motokar,Perodua,Bezza,brown,petrol,Selangor
16997,77763,2025-02-20,motokar,Perodua,Bezza,grey,petrol,W.P. Kuala Lumpur
16998,77777,2025-02-20,motokar,Perodua,Bezza,white,petrol,W.P. Kuala Lumpur
17000,77788,2025-02-20,motokar,Perodua,Bezza,red,petrol,Selangor
17001,77816,2025-02-20,motokar,Perodua,Bezza,white,petrol,Terengganu
17002,77909,2025-02-20,motokar,Perodua,Bezza,silver,petrol,Selangor
17003,78025,2025-02-20,motokar,Perodua,Bezza,red,petrol,W.P. Kuala Lumpur
17004,78085,2025-02-20,motokar,Perodua,Bezza,silver,petrol,W.P. Kuala Lumpur
17005,78167,2025-02-20,motokar,Perodua,Myvi,red,petrol,W.P. Kuala Lumpur
17010,78185,2025-02-20,motokar,Perodua,Myvi,white,petrol,Selangor
17011,78190,2025-02-20,motokar,Perodua,Myvi,silver,petrol,W.P. Kuala Lumpur
17012,78204,2025-02-20,motokar,Perodua,Myvi,red,petrol,Johor
17013,78205,2025-02-20,motokar,Perodua,Myvi,grey,petrol,Sabah
17015,78230,2025-02-20,motokar,Perodua,Myvi,grey,petrol,Johor
17016,78233,2025-02-20,motokar,Perodua,Myvi,grey,petrol,Kelantan
17017,78394,2025-02-20,motokar,Perodua,Myvi,white,petrol,Pulau Pinang
17018,78446,2025-02-20,motokar,Perodua,Myvi,white,petrol,Johor
17020,78466,2025-02-20,jip,Peugeot,3008,black,petrol,Perak
17021,78467,2025-02-20,pick_up,Peugeot,3008,blue,diesel,W.P. Kuala Lumpur
17022,78468,2025-02-20,pick_up,Peugeot,3008,grey,diesel,Selangor
17023,78469,2025-02-20,jip,Peugeot,408,black,petrol,W.P. Kuala Lumpur
17024,78470,2025-02-20,motokar,Porsche,718 Cayman,blue,petrol,W.P. Kuala Lumpur
17026,78472,2025-02-20,jip,Porsche,Cayenne,red,petrol,W.P. Kuala Lumpur
17029,78475,2025-02-20,motokar,Porsche,Taycan,black,electric,Sarawak
17039,78504,2025-02-20,motokar,Proton,Persona,grey,petrol,Terengganu
17040,78538,2025-02-20,motokar,Proton,Persona,silver,petrol,Kelantan
17053,78671,2025-02-20,motokar,Proton,Saga,grey,petrol,W.P. Kuala Lumpur
17059,78831,2025-02-20,jip,Proton,X50,black,petrol,W.P. Kuala Lumpur
17060,78835,2025-02-20,jip,Proton,X50,grey,petrol,Johor
17061,78840,2025-02-20,jip,Proton,X50,grey,petrol,W.P. Kuala Lumpur
17062,78844,2025-02-20,jip,Proton,X50,black,petrol,Sarawak
17063,78853,2025-02-20,jip,Proton,X50,white,petrol,W.P. Kuala Lumpur
17065,78861,2025-02-20,jip,Proton,X50,white,petrol,Selangor
17067,78894,2025-02-20,jip,Proton,X70,white,petrol,Kedah
17069,78899,2025-02-20,jip,Proton,X70,blue,petrol,Terengganu
17071,78902,2025-02-20,jip,Proton,X70,blue,petrol,W.P. Kuala Lumpur
17076,78921,2025-02-20,jip,Proton,X90,white,petrol,Kedah
17081,78928,2025-02-20,jip,Proton,e.MAS 7,grey,electric,Kedah
17083,78932,2025-02-20,jip,Proton,e.MAS 7,grey,electric,Johor
17089,78954,2025-02-20,jip,Suzuki,Jimny,black,petrol,W.P. Kuala Lumpur
17090,78955,2025-02-20,motokar,Suzuki,Swift,white,petrol,W.P. Kuala Lumpur
17093,78958,2025-02-20,motokar,Tesla,Model 3,grey,electric,Selangor
17095,78963,2025-02-20,motokar,Tesla,Model 3,silver,electric,Johor
17098,78974,2025-02-20,motokar,Tesla,Model Y,white,electric,W.P. Kuala Lumpur
17101,78979,2025-02-20,motokar,Toyota,86,black,petrol,W.P. Kuala Lumpur
17102,78980,2025-02-20,window_van,Toyota,Alphard,white,petrol,Pulau Pinang
17104,78983,2025-02-20,window_van,Toyota,Alphard,white,petrol,W.P. Kuala Lumpur
17105,78985,2025-02-20,window_van,Toyota,Alphard,black,petrol,W.P. Kuala Lumpur
17106,78994,2025-02-20,window_van,Toyota,Alphard,white,petrol,Johor
17108,79005,2025-02-20,window_van,Toyota,Alphard,black,petrol,Selangor
17112,79013,2025-02-20,jip,Toyota,Corolla Cross,blue,hybrid_petrol,Selangor
17119,79023,2025-02-20,jip,Toyota,Corolla Cross,white,petrol,Sarawak
17121,79025,2025-02-20,jip,Toyota,Corolla Cross,blue,petrol,Negeri Sembilan
17123,79042,2025-02-20,jip,Toyota,Corolla Cross,silver,petrol,W.P. Kuala Lumpur
17125,79046,2025-02-20,jip,Toyota,Corolla Cross,white,hybrid_petrol,Pahang
17126,79055,2025-02-20,jip,Toyota,Corolla Cross,red,petrol,Sabah
17127,79056,2025-02-20,jip,Toyota,Corolla Cross,white,hybrid_petrol,Sarawak
17129,79079,2025-02-20,jip,Toyota,Fortuner,brown,greendiesel,Sabah
17130,79080,2025-02-20,jip,Toyota,Fortuner,silver,greendiesel,Sabah
17137,79088,2025-02-20,jip,Toyota,Harrier,white,petrol,W.P. Kuala Lumpur
17138,79090,2025-02-20,jip,Toyota,Harrier,black,petrol,W.P. Kuala Lumpur
17139,79091,2025-02-20,jip,Toyota,Harrier,black,petrol,Pulau Pinang
17141,79094,2025-02-20,jip,Toyota,Harrier,white,petrol,Johor
17142,79096,2025-02-20,jip,Toyota,Harrier,white,petrol,Perak
17143,79099,2025-02-20,jip,Toyota,Harrier,white,petrol,Sarawak
17144,79101,2025-02-20,jip,Toyota,Harrier,white,petrol,Selangor
17146,79104,2025-02-20,window_van,Toyota,Hiace,white,diesel,Sabah
17147,79106,2025-02-20,pick_up,Toyota,Hilux,silver,diesel,Sarawak
17148,79107,2025-02-20,pick_up,Toyota,Hilux,white,greendiesel,Sarawak
17149,79108,2025-02-20,pick_up,Toyota,Hilux,black,diesel,Sabah
17150,79109,2025-02-20,pick_up,Toyota,Hilux,white,diesel,Kelantan
17151,79112,2025-02-20,pick_up,Toyota,Hilux,white,greendiesel,Sabah
17152,79114,2025-02-20,pick_up,Toyota,Hilux,black,greendiesel,Sabah
17153,79115,2025-02-20,pick_up,Toyota,Hilux,white,diesel,Sabah
17155,79121,2025-02-20,pick_up,Toyota,Hilux,white,diesel,Sarawak
17156,79122,2025-02-20,pick_up,Toyota,Hilux,black,diesel,W.P. Kuala Lumpur
17157,79124,2025-02-20,pick_up,Toyota,Hilux,white,greendiesel,Negeri Sembilan
17158,79125,2025-02-20,pick_up,Toyota,Hilux,black,diesel,Kelantan
17159,79129,2025-02-20,pick_up,Toyota,Hilux,black,diesel,Sarawak
17160,79131,2025-02-20,pick_up,Toyota,Hilux,brown,diesel,Sarawak
17161,79134,2025-02-20,pick_up,Toyota,Hilux,brown,greendiesel,Sabah
17162,79137,2025-02-20,pick_up,Toyota,Hilux,white,diesel,Johor
17163,79138,2025-02-20,pick_up,Toyota,Hilux,brown,diesel,Pahang
17164,79141,2025-02-20,pick_up,Toyota,Hilux,black,greendiesel,Selangor
17165,79144,2025-02-20,pick_up,Toyota,Hilux,red,diesel,Johor
17166,79148,2025-02-20,pick_up,Toyota,Hilux,black,diesel,Pulau Pinang
17167,79151,2025-02-20,pick_up,Toyota,Hilux,silver,greendiesel,Sabah
17168,79154,2025-02-20,pick_up,Toyota,Hilux,red,diesel,Sabah
17169,79159,2025-02-20,pick_up,Toyota,Hilux,brown,diesel,Johor
17170,79162,2025-02-20,pick_up,Toyota,Hilux,silver,greendiesel,Pulau Pinang
17171,79164,2025-02-20,pick_up,Toyota,Hilux,silver,greendiesel,Johor
17172,79168,2025-02-20,pick_up,Toyota,Hilux,white,diesel,Pahang
17173,79169,2025-02-20,pick_up,Toyota,Hilux,black,greendiesel,W.P. Kuala Lumpur
17174,79171,2025-02-20,pick_up,Toyota,Hilux,silver,diesel,Sabah
17175,79175,2025-02-20,pick_up,Toyota,Hilux,silver,diesel,Kelantan
17176,79176,2025-02-20,pick_up,Toyota,Hilux,silver,greendiesel,W.P. Kuala Lumpur
17177,79181,2025-02-20,pick_up,Toyota,Hilux,black,diesel,Negeri Sembilan
17178,79186,2025-02-20,pick_up,Toyota,Hilux,red,diesel,Pulau Pinang
17179,79194,2025-02-20,pick_up,Toyota,Hilux,white,greendiesel,Kelantan
17180,79198,2025-02-20,pick_up,Toyota,Hilux,white,diesel,Pulau Pinang
17181,79201,2025-02-20,pick_up,Toyota,Hilux,white,greendiesel,Johor
17182,79206,2025-02-20,pick_up,Toyota,Hilux,white,diesel,Negeri Sembilan
17183,79207,2025-02-20,pick_up,Toyota,Hilux,brown,greendiesel,Pulau Pinang
17189,79217,2025-02-20,jip,Toyota,Land Cruiser,white,petrol,W.P. Kuala Lumpur
17190,79218,2025-02-20,jip,Toyota,Land Cruiser,red,petrol,Sarawak
17192,79220,2025-02-20,jip,Toyota,Land Cruiser Prado,black,diesel,W.P. Kuala Lumpur
17193,79221,2025-02-20,motokar,Toyota,Supra,white,petrol,Selangor
17195,79223,2025-02-20,window_van,Toyota,Vellfire,white,petrol,Johor
17196,79224,2025-02-20,window_van,Toyota,Vellfire,white,petrol,Perlis
17197,79225,2025-02-20,window_van,Toyota,Vellfire,black,petrol,W.P. Kuala Lumpur
17198,79227,2025-02-20,window_van,Toyota,Vellfire,white,petrol,W.P. Kuala Lumpur
17205,79257,2025-02-20,motokar_pelbagai_utiliti,Toyota,Veloz,black,petrol,W.P. Kuala Lumpur
17206,79261,2025-02-20,motokar_pelbagai_utiliti,Toyota,Veloz,white,petrol,Pahang
17213,79306,2025-02-20,motokar,Toyota,Vios,white,petrol,Terengganu
17214,79336,2025-02-20,motokar,Toyota,Vios,white,petrol,W.P. Kuala Lumpur
17215,79344,2025-02-20,motokar,Toyota,Vios,white,petrol,Negeri Sembilan
17216,79356,2025-02-20,motokar,Toyota,Vios,blue,petrol,W.P. Kuala Lumpur
17217,79416,2025-02-20,motokar,Toyota,Vios,black,petrol,W.P. Kuala Lumpur
17218,79444,2025-02-20,window_van,Toyota,Voxy,black,petrol,Kedah
17219,79445,2025-02-20,window_van,Toyota,Voxy,white,petrol,Selangor
17220,79446,2025-02-20,window_van,Toyota,Voxy,white,petrol,W.P. Kuala Lumpur
17222,79448,2025-02-20,window_van,Toyota,Voxy,black,petrol,Pulau Pinang
17223,79450,2025-02-20,window_van,Toyota,Voxy,black,petrol,Selangor
17225,79452,2025-02-20,motokar,Toyota,Yaris,white,petrol,Sarawak
17227,79456,2025-02-20,motokar,Toyota,Yaris,white,petrol,Selangor
17229,79463,2025-02-20,motokar,Toyota,Yaris,silver,petrol,W.P. Kuala Lumpur
17230,79466,2025-02-20,motokar,Toyota,Yaris,red,petrol,Kedah
17231,79469,2025-02-20,motokar,Toyota,Yaris,red,petrol,W.P. Kuala Lumpur
17239,79489,2025-02-20,pick_up,Weststar Maxus,T90,white,electric,W.P. Kuala Lumpur
17242,79494,2025-02-21,motokar,Audi,A5,black,petrol,W.P. Kuala Lumpur
17243,79495,2025-02-21,motokar,BMW,1 Series,white,petrol,W.P. Kuala Lumpur
17245,79497,2025-02-21,motokar,BMW,2 Series,white,petrol,W.P. Kuala Lumpur
17246,79498,2025-02-21,motokar,BMW,2 Series,black,petrol,W.P. Kuala Lumpur
17250,79504,2025-02-21,motokar,BMW,3 Series,grey,petrol,W.P. Kuala Lumpur
17251,79505,2025-02-21,motokar,BMW,4 Series,blue,petrol,W.P. Kuala Lumpur
17253,79507,2025-02-21,motokar,BMW,5 Series,white,hybrid_petrol,Pahang
17254,79508,2025-02-21,motokar,BMW,5 Series,black,petrol,W.P. Kuala Lumpur
17260,79518,2025-02-21,jip,BMW,X3,grey,petrol,W.P. Kuala Lumpur
17264,79522,2025-02-21,jip,BMW,X5,black,petrol,Pulau Pinang
17266,79524,2025-02-21,jip,BMW,X7,black,petrol,Johor
17269,79527,2025-02-21,jip,BMW,iX2,white,electric,W.P. Kuala Lumpur
17276,79536,2025-02-21,motokar_pelbagai_utiliti,BYD,M6,grey,electric,Melaka
17280,79546,2025-02-21,window_van,Cam,Kingo,white,greendiesel,W.P. Kuala Lumpur
17281,79564,2025-02-21,window_van,Cam,Placer-X,white,greendiesel,Selangor
17283,79566,2025-02-21,jip,Chery,Jaecoo J7,black,petrol,Johor
17285,79575,2025-02-21,jip,Chery,Jaecoo J7,silver,petrol,W.P. Kuala Lumpur
17286,79576,2025-02-21,jip,Chery,Jaecoo J7,white,petrol,Johor
17288,79585,2025-02-21,jip,Chery,Jaecoo J7,silver,petrol,Perak
17289,79586,2025-02-21,jip,Chery,Jaecoo J7,silver,petrol,Pulau Pinang
17290,79588,2025-02-21,jip,Chery,Jaecoo J7,black,petrol,Perak
17292,79605,2025-02-21,jip,Chery,Jaecoo J7,green,petrol,W.P. Kuala Lumpur
17293,79619,2025-02-21,jip,Chery,Omoda 5,grey,petrol,Johor
17294,79620,2025-02-21,jip,Chery,Omoda 5,blue,petrol,W.P. Kuala Lumpur
17295,79621,2025-02-21,jip,Chery,Omoda 5,grey,petrol,Sarawak
17299,79639,2025-02-21,jip,Chery,Omoda 9,grey,petrol,Pulau Pinang
17300,79640,2025-02-21,jip,Chery,Omoda 9,black,petrol,Perak
17302,79642,2025-02-21,jip,Chery,Omoda 9,grey,petrol,Selangor
17303,79644,2025-02-21,jip,Chery,Omoda 9,grey,petrol,W.P. Kuala Lumpur
17305,79650,2025-02-21,jip,Chery,Omoda 9,white,petrol,W.P. Kuala Lumpur
17306,79653,2025-02-21,jip,Chery,Omoda 9,grey,petrol,Johor
17307,79654,2025-02-21,jip,Chery,Omoda 9,grey,petrol,Perak
17308,79673,2025-02-21,jip,Chery,Tiggo,silver,petrol,Sabah
17310,79675,2025-02-21,jip,Chery,Tiggo,grey,petrol,Selangor
17313,79682,2025-02-21,jip,Chery,Tiggo,silver,petrol,Perlis
17314,79683,2025-02-21,jip,Chery,Tiggo,black,petrol,Perlis
17316,79698,2025-02-21,motokar,Ferrari,488,red,petrol,W.P. Kuala Lumpur
17317,79699,2025-02-21,jip,Ford,F-Series,red,diesel,W.P. Kuala Lumpur
17320,79702,2025-02-21,pick_up,Ford,Ranger,black,greendiesel,Sarawak
17323,79707,2025-02-21,pick_up,Ford,Ranger,white,greendiesel,Selangor
17324,79708,2025-02-21,pick_up,Ford,Ranger,grey,greendiesel,Johor
17325,79710,2025-02-21,pick_up,Ford,Ranger,orange,greendiesel,W.P. Kuala Lumpur
17326,79715,2025-02-21,window_van,Foton,View,white,greendiesel,Selangor
17333,79722,2025-02-21,jip,Great Wall,Haval H6,silver,hybrid_petrol,Melaka
17334,79723,2025-02-21,jip,Great Wall,Haval H6,green,hybrid_petrol,Perak
17335,79726,2025-02-21,jip,Great Wall,Tank 300,black,petrol,W.P. Kuala Lumpur
17336,79727,2025-02-21,jip,Great Wall,Tank 300,grey,petrol,W.P. Kuala Lumpur
17339,79732,2025-02-21,jip,Honda,CR-V,grey,petrol,Perak
17341,79737,2025-02-21,jip,Honda,CR-V,grey,petrol,W.P. Kuala Lumpur
17344,79742,2025-02-21,jip,Honda,CR-V,white,petrol,Selangor
17345,79745,2025-02-21,jip,Honda,CR-V,blue,petrol,Perak
17347,79757,2025-02-21,jip,Honda,CR-V,grey,petrol,Melaka
17348,79759,2025-02-21,jip,Honda,CR-V,blue,petrol,W.P. Kuala Lumpur
17357,79786,2025-02-21,motokar,Honda,City,white,petrol,Johor
17359,79792,2025-02-21,motokar,Honda,City,red,hybrid_petrol,Selangor
17360,79796,2025-02-21,motokar,Honda,City,grey,petrol,Selangor
17361,79797,2025-02-21,motokar,Honda,City,red,petrol,W.P. Kuala Lumpur
17362,79804,2025-02-21,motokar,Honda,City,white,petrol,Pulau Pinang
17363,79818,2025-02-21,motokar,Honda,City,red,petrol,Sabah
17366,79828,2025-02-21,motokar,Honda,City,grey,petrol,W.P. Kuala Lumpur
17367,79833,2025-02-21,motokar,Honda,City,black,petrol,Perlis
17368,79846,2025-02-21,motokar,Honda,City,white,petrol,Sarawak
17369,79875,2025-02-21,motokar,Honda,City,white,petrol,W.P. Kuala Lumpur
17370,79876,2025-02-21,motokar,Honda,City,grey,petrol,Johor
17372,79884,2025-02-21,motokar,Honda,City,white,hybrid_petrol,Negeri Sembilan
17376,79909,2025-02-21,motokar,Honda,Civic,white,petrol,Selangor
17380,79914,2025-02-21,motokar,Honda,Civic,blue,hybrid_petrol,Sarawak
17382,79917,2025-02-21,motokar,Honda,Civic,red,petrol,W.P. Kuala Lumpur
17384,79926,2025-02-21,motokar,Honda,Civic,white,petrol,W.P. Kuala Lumpur
17385,79927,2025-02-21,motokar,Honda,Civic,white,petrol,Johor
17386,79936,2025-02-21,motokar,Honda,Civic,black,petrol,Pulau Pinang
17387,79954,2025-02-21,motokar,Honda,Civic,blue,petrol,Johor
17388,79957,2025-02-21,motokar,Honda,Civic,grey,petrol,Selangor
17389,79958,2025-02-21,motokar,Honda,Civic,grey,petrol,W.P. Kuala Lumpur
17392,79967,2025-02-21,motokar,Honda,HR-V,grey,petrol,Selangor
17398,79989,2025-02-21,motokar,Honda,HR-V,black,petrol,Johor
17400,80017,2025-02-21,motokar,Honda,HR-V,silver,petrol,Johor
17401,80023,2025-02-21,motokar,Honda,HR-V,silver,petrol,Perak
17402,80027,2025-02-21,motokar,Honda,HR-V,black,petrol,Perak
17403,80035,2025-02-21,motokar,Honda,HR-V,grey,petrol,W.P. Kuala Lumpur
17404,80048,2025-02-21,window_van,Honda,N-Box,white,petrol,Pahang
17405,80049,2025-02-21,window_van,Honda,N-Box,white,petrol,W.P. Kuala Lumpur
17406,80050,2025-02-21,motokar,Honda,N-One,blue,petrol,W.P. Kuala Lumpur
17408,80052,2025-02-21,window_van,Honda,STEPWGN,black,petrol,W.P. Kuala Lumpur
17410,80054,2025-02-21,window_van,Honda,STEPWGN,white,petrol,W.P. Kuala Lumpur
17412,80056,2025-02-21,motokar,Honda,WR-V,silver,petrol,Perak
17416,80061,2025-02-21,motokar,Honda,WR-V,grey,petrol,Selangor
